ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2017,2007,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,65.0,714.0,15.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4.0,Fase 5 (1º EM),Masculino,8.3,5.0,4.0,12.0,6.1,,7.7730935185,6.073,7.5595,Sim,2.1,Escola Pública,7.5,6.3,6.833,3.7,4.0,Ágata,Ametista,Ametista,Ágata,Ágata,nan,6.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Sem limitações,L,6.073,Ágata,0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
2021,2012,,0,,Avaliador-13,Avaliador-3,nan,nan,,,46.0,169.0,1.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,8.3,12.0,8.2,,7.7730935185,7.902,7.5595,Não,6.7,Escola Pública,7.5,8.8,8.25,8.7,2.0,nan,Ametista,Ametista,Ametista,Ametista,nan,8.0,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Não atendido,I,7.902,nan,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0
"202200,00%",,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,9.0,5.0,5.8,12.0,9.3,7,7.7730935185,6.962,7.5595,nan,6.7,Pública,7.5,7.5,7.613333333,4.8,3.0,nan,Ametista,Ametista,nan,Ágata,nan,6.7,nan,nan,nan,nan,nan,1B,7,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2022,2013,,0,,Avaliador-11,Avaliador-3,nan,nan,,,147.0,520.0,6.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,10.0,5.0,8.1,12.0,6.8,,7.7730935185,6.922,7.5595,Não,6.7,Escola Pública,7.5,5.0,7.083,9.3,2.0,nan,Ametista,Ametista,nan,Ágata,nan,6.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não indicado,M,6.922,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2023,,,0,,Avaliador-32,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 5 (1° EM),Feminino,8.8,5.0,5.3,15.0,7.0,6,7.7730935185,7.306,7.5595,nan,3.5,Pública,7.5,6.3,6.2075,6.0,4.0,nan,Agata,Ametista,nan,nan,nan,6.3,nan,nan,nan,nan,nan,3A,6,nan,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2022,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Faculdade FIAP,2.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,6.793,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,#DIV/0!,nan,Ágata,nan,6.7,nan,nan,,,nan,8E,6.793,nan,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2022,2009,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,128.0,696.0,11.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,2.5,12.0,8.5,,7.7730935185,6.245,7.5595,Não,6.7,Escola Pública,7.5,7.5,6.778,3.0,3.0,nan,Ametista,Ametista,nan,Ágata,nan,2.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,M,6.245,nan,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2017,2007,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,22.0,328.0,6.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 5 (1º EM),Feminino,7.5,10.0,6.9,12.0,8.8,,7.7730935185,7.468,7.5595,Não,8.8,Rede Decisão,7.5,5.0,6.292,5.3,4.0,Ametista,Ametista,Ametista,Ágata,Ametista,nan,6.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não indicado,L,7.468,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0
2023,,,0,,Avaliador-11,Avaliador-3,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,8.5,10.0,9.4,12.0,8.1,9,7.7730935185,7.306,7.5595,nan,6.7,Pública,9.4,7.5,9.84,9.2,2.0,nan,Topázio,Ametista,nan,nan,nan,9.5,nan,nan,nan,nan,nan,ALFA R - G0/G1,9,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 2 (5° e 6° ano),Masculino,9.0,10.0,4.3,12.0,3.1,,6.0,7.216,7.402,nan,6.7,Pública,7.2,6.9,5.1,5.0,3.0,nan,Ametista,Quartzo,nan,Ametista,Ametista,3.5,nan,nan,,,nan,2N,6.0,nan,0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
2022,,,0,Cursando,Avaliador-17,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Jardim Campestre,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,9.8,10.0,10.0,,9.0,8.566,8.744,nan,6.7,Pública,9.1,7.5,9.1,10.0,2.0,nan,Ametista,Topázio,nan,Topázio,Topázio,9.5,nan,nan,,,nan,1M,9.0,nan,0,0.0,2.0,3.0,0.0,3.0,3.0,0.0
2020,2012,,1,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,5.0,40.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,8.0,5.0,9.8,12.0,9.2,,7.7730935185,8.465,7.5595,Não,6.7,Rede Decisão,7.5,7.5,9.5,10.0,3.0,Topázio,Ametista,Ametista,Topázio,Topázio,nan,9.7,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,nan,Sem limitações,A,8.465,Topázio,0,3.0,2.0,2.0,3.0,3.0,0.0,3.0
2022,2012,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,14.0,102.0,2.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,10.0,10.0,7.0,12.0,9.1,,7.7730935185,8.143,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.889,6.0,3.0,nan,Ametista,Ametista,nan,Topázio,nan,8.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,B,8.143,nan,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0
"202200,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 4 (9° ano),Feminino,6.7,10.0,5.3,14.0,8.3,7,7.7730935185,6.859,7.5595,nan,6.3,Pública,8.0,2.5,8.045,4.0,4.0,nan,Ametista,Ametista,nan,Ágata,nan,5.5,nan,nan,nan,nan,nan,4N,7,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2021,2010,,0,,Avaliador-7,Avaliador-3,nan,nan,,,54.0,214.0,4.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,9.5,12.0,7.6,,7.7730935185,7.756,7.5595,Sim,6.7,Escola Pública,7.5,7.5,7.556,10.0,3.0,nan,Ametista,Ametista,Ametista,Ametista,nan,9.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Não atendido,M,7.756,nan,0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2021,2014,,0,,Avaliador-13,Avaliador-3,nan,nan,,,41.0,149.0,2.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Feminino,9.5,10.0,7.6,12.0,8.1,,7.7730935185,7.973,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.917,8.2,2.0,nan,Ametista,Ametista,Topázio,Ametista,nan,7.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,G,7.973,nan,1,0.0,2.0,2.0,3.0,2.0,0.0,0.0
2023,,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,Avaliador-10,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Cecilia Cristina de Oliveira Rodrigues,2.0,Fase 4 (9° ano),Masculino,0.0,5.0,2.3,15.0,3.4,,4.0,7.306,6.957,nan,3.0,Pública,5.1,6.3,5.1,1.0,5.0,nan,Ametista,Quartzo,nan,nan,Agata,3.0,nan,nan,,,nan,3M,4.0,nan,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2019,2009,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,29.0,192.0,7.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,8.3,10.0,6.6,12.0,8.5,,7.7730935185,7.832,7.5595,Sim,8.0,Escola Pública,7.5,7.5,7.5,6.0,4.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,5.7,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,A,7.832,Ametista,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0
"202300,00%",,,0,Cursando,Avaliador-3,Avaliador-18,Avaliador-17,Avaliador-15,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 1 (3° e 4° ano),Masculino,8.5,10.0,7.5,12.0,10.0,,8.0,7.306,7.625,nan,6.7,Pública,7.5,6.3,7.6,8.0,4.0,nan,Ametista,Topázio,nan,nan,Ametista,7.0,nan,nan,,,nan,1P,8.0,nan,0,0.0,2.0,3.0,0.0,0.0,2.0,0.0
2023,,,0,Cursando,Avaliador-23,Avaliador-22,Avaliador-1,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 6 (2° EM),Feminino,7.9,5.0,1.5,12.0,7.1,,5.641583896,7.306,5.711,nan,0.0,Pública,7.5,6.3,6.3,0.0,3.0,nan,Ametista,Quartzo,nan,nan,Quartzo,4.5,nan,nan,,,nan,5N,5.641583896,nan,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,7.6,12.0,9.8,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,8.0,2.5,8.673333333,6.2,3.0,nan,Ametista,Ametista,nan,nan,nan,9.0,nan,nan,nan,nan,nan,1M,8,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-3,Avaliador-15,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 1 (3° e 4° ano),Masculino,8.0,10.0,8.8,9.0,10.0,,9.0,7.306,8.811,nan,6.7,Pública,8.1,7.5,7.9,10.0,2.0,nan,Ametista,Topázio,nan,nan,Topázio,7.5,nan,nan,,,nan,1C,9.0,nan,0,0.0,2.0,3.0,0.0,0.0,3.0,0.0
2022,,,0,,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,6.7,10.0,5.6,13.0,8.0,6,7.7730935185,6.719,7.5595,nan,5.3,Pública,4.8,2.5,5.595,6.3,4.0,nan,Agata,Ametista,nan,Ágata,nan,5.3,nan,nan,nan,nan,nan,3D,6,nan,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2022,2009,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,95.0,581.0,7.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,8.5,5.0,5.0,12.0,8.1,,7.7730935185,6.722,7.5595,Não,6.7,Escola Pública,7.5,7.5,6.778,5.0,3.0,nan,Ametista,Ametista,nan,Ágata,nan,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,I,6.722,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-26,Avaliador-23,Avaliador-5,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Alexandre Rodrigues Nogueira,2.0,Fase 3 (7° e 8° ano),Feminino,5.8,10.0,4.7,13.0,3.8,,6.0,6.77,6.032,nan,10.0,Pública,5.2,8.1,5.5,0.0,4.0,nan,Ametista,Quartzo,Quartzo,Ágata,Agata,4.0,nan,nan,,,nan,3B,6.0,nan,1,0.0,2.0,0.0,0.0,1.0,1.0,0.0
2022,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,5.0,6.2,12.0,9.2,8,7.7730935185,7.335,7.5595,nan,6.7,Pública,7.5,7.5,10.01,5.2,2.0,nan,Ametista,Ametista,nan,Ametista,nan,7.2,nan,nan,nan,nan,nan,ALFA L - G2/G3,8,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-23,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 4 (9° ano),Masculino,8.3,5.0,7.3,15.0,9.6,,7.0,8.121,6.865,nan,8.0,Pública,6.9,7.5,6.3,8.0,2.0,Ametista,Ametista,Ametista,Ametista,Topázio,Agata,6.0,nan,nan,,,nan,3N,7.0,Ametista,0,2.0,2.0,2.0,2.0,3.0,1.0,2.0
2023,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 1 (3° e 4° ano),Masculino,7.0,5.0,7.0,12.0,4.6,,6.0,7.306,6.521,nan,6.7,Pública,7.2,7.5,7.4,7.5,2.0,nan,Ametista,Agata,nan,nan,Agata,6.5,nan,nan,,,nan,ALFA I - G2/G3,6.0,nan,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2021,,,0,,nan,nan,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 8 (Universitários),Feminino,8.8,10.0,6.7,18.0,8.7,,7.7730935185,7.979,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,3.0,nan,nan,Ametista,Topázio,Ametista,nan,6.7,nan,nan,nan,nan,nan,8E,7.979,nan,1,0.0,0.0,2.0,3.0,2.0,0.0,0.0
2021,2013,,1,,Avaliador-4,Avaliador-2,nan,nan,,,1.0,4.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 1 (4º ano),Feminino,9.5,10.0,9.3,12.0,10.0,,7.7730935185,8.971,7.5595,Sim,6.7,Escola Pública,7.5,7.5,9.0,8.8,3.0,nan,Ametista,Ametista,Topázio,Topázio,nan,9.8,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,nan,Sem limitações,K,8.971,nan,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0
2018,2009,,0,,Avaliador-4,Avaliador-2,nan,nan,,,142.0,580.0,6.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Masculino,9.5,5.0,5.5,12.0,6.6,,7.7730935185,6.723,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.5,4.3,2.0,Ametista,Ametista,Ametista,Ágata,Ágata,nan,6.7,Mantido na Fase atual,Promovido de Fase,Não avaliado,nan,Sem limitações,G,6.723,Ametista,0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
2024,,,0,Cursando,Avaliador-23,Avaliador-24,Avaliador-1,Avaliador-26,Avaliador-7,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 7 (3° EM),Feminino,9.6,5.0,7.3,17.0,8.6,,7.560550529,7.306,7.5595,nan,10.0,Pública,7.2,7.5,7.3,8.8,5.0,nan,Ametista,Ametista,nan,nan,nan,3.0,nan,nan,,,nan,6A,7.560550529,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021,2013,,0,,Avaliador-13,Avaliador-3,nan,nan,,,111.0,367.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,9.0,5.0,8.1,12.0,8.5,,7.7730935185,7.382,7.5595,Não,6.7,Rede Decisão,7.5,5.6,7.75,8.5,2.0,nan,Ametista,Ametista,Topázio,Ametista,nan,7.7,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Sem limitações,J,7.382,nan,0,0.0,2.0,2.0,3.0,2.0,0.0,0.0
2018,2005,,0,,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,,,51.0,777.0,9.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 7 (3º EM),Masculino,9.2,5.0,5.6,12.0,6.1,,7.7730935185,5.581,7.5595,Não,8.0,Escola Pública,7.5,5.0,4.375,6.3,3.0,Ágata,Ametista,Ametista,Ágata,Quartzo,nan,2.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,A,5.581,Ágata,0,1.0,2.0,2.0,1.0,0.0,0.0,1.0
2022,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,9.5,5.0,8.2,12.0,9.0,8,7.7730935185,7.875,7.5595,nan,6.7,Pública,7.5,4.4,8.59,8.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,8.0,nan,nan,nan,nan,nan,ALFA G - G2/G3,8,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-5,Avaliador-17,Avaliador-23,Avaliador-5,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 5 (1° EM),Feminino,9.2,5.0,4.5,16.0,7.3,,6.59913078,5.679,6.337,nan,4.0,Pública,8.1,6.3,6.9,3.0,5.0,Ametista,Ametista,Agata,Ametista,Quartzo,Agata,6.5,nan,nan,,,nan,4N,6.59913078,Ametista,1,2.0,2.0,1.0,2.0,0.0,1.0,2.0
2021,2009,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,15.0,82.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,8.8,10.0,7.3,12.0,9.7,,7.7730935185,8.218,7.5595,Não,8.3,Rede Decisão,7.5,4.4,8.292,6.0,4.0,nan,Ametista,Ametista,Topázio,Topázio,nan,7.5,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Requer avaliação,B,8.218,nan,1,0.0,2.0,2.0,3.0,3.0,0.0,0.0
2018,2011,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,99.0,601.0,8.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,9.0,10.0,3.1,12.0,7.2,,7.7730935185,6.665,7.5595,Não,6.7,Escola Pública,7.5,5.0,7.778,1.5,3.0,Ágata,Ametista,Ametista,Ametista,Ágata,nan,4.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Requer avaliação,P,6.665,Ágata,0,1.0,2.0,2.0,2.0,1.0,0.0,1.0
2021,2012,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,57.0,389.0,8.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,8.5,10.0,7.8,12.0,5.5,,7.7730935185,7.304,7.5595,Não,6.7,Escola Pública,7.5,6.9,7.389,8.3,3.0,nan,Ametista,Ametista,Topázio,Ametista,nan,7.2,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Sem limitações,F,7.304,nan,0,0.0,2.0,2.0,3.0,2.0,0.0,0.0
2023,,,0,,Avaliador-11,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,0.0,5.0,5.2,12.0,8.6,6,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.2,3.8,7.415,6.2,2.0,nan,Quartzo,Ametista,nan,nan,nan,4.1,nan,nan,nan,nan,nan,ALFA R - G0/G1,6,nan,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-23,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 3 (7° e 8° ano),Feminino,7.5,10.0,6.8,12.0,10.0,,8.0,7.785,8.32,nan,8.5,Pública,8.1,8.8,7.2,8.0,3.0,Ametista,Ametista,Topázio,Ametista,Ametista,Topázio,4.0,nan,nan,,,nan,3R,8.0,Ametista,1,2.0,2.0,3.0,2.0,2.0,3.0,2.0
2023,,,0,,Avaliador-11,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Masculino,0.0,10.0,6.3,7.0,7.6,6,7.7730935185,7.306,7.5595,nan,6.7,Pública,5.9,3.1,6.26,7.0,2.0,nan,Quartzo,Ametista,nan,nan,nan,5.5,nan,nan,nan,nan,nan,ALFA A - G0/G1,6,nan,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-12,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-2.0,nan,nan,nan,EM Cecilia Cristina de Oliveira Rodrigues,2.0,Fase 2 (5° e 6° ano),Feminino,9.0,5.0,9.0,10.0,7.3,,8.0,7.306,7.069,nan,6.7,Pública,8.8,7.5,7.8,10.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,8.0,nan,nan,,,nan,ALFA L - G2/G3,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
"202200,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 5 (1° EM),Masculino,0.0,5.0,6.3,12.0,6.5,6,7.7730935185,4.733,7.5595,nan,5.2,Pública,7.5,7.5,7.46,6.3,4.0,nan,Agata,Ametista,nan,Quartzo,nan,7.3,nan,nan,nan,nan,nan,3N,6,nan,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
"202100,00%",,,0,Cursando,Avaliador-21,Avaliador-23,Avaliador-26,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Colégio Arco Íris Evolução,2.0,Fase 2 (5° e 6° ano),Masculino,9.2,10.0,9.7,12.0,9.9,,9.0,8.465,8.989,nan,10.0,Privada - Programa de Apadrinhamento,9.4,2.5,9.5,10.0,3.0,Topázio,Ametista,Topázio,Topázio,Topázio,Topázio,9.0,nan,nan,,,nan,3C,9.0,Topázio,0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
2021,,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-26,Avaliador-10,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 2 (5° e 6° ano),Feminino,8.3,10.0,7.0,12.0,7.5,,7.0,8.018,8.548,nan,7.5,Pública,6.4,8.1,6.2,8.0,4.0,nan,Ametista,Ametista,Ametista,Ametista,Topázio,5.5,nan,nan,,,nan,3L,7.0,nan,1,0.0,2.0,2.0,2.0,2.0,3.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Universidade Santo Amaro (UNISA),2.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,6.818,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,0.0,Ametista,Ametista,#DIV/0!,Ametista,Ágata,nan,6.7,nan,nan,,,nan,8E,6.818,Ametista,0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
